District,State,Literacy_Rate_pct,Sex_Ratio_Total,Birth_Registration_pct,Electricity_Access_pct,Improved_DrinkingWater_pct,Improved_Sanitation_pct,Clean_Fuel_Cooking_pct,Iodized_Salt_Use_pct,Health_Insurance_Coverage_pct,Women_Literate_pct,Child_Marriage_pct,Teenage_Pregnancy_pct,Hygienic_Menstrual_Protection_pct,Higher_Order_Births_pct,ANC_First_Trimester_pct,ANC_4plus_Visits_pct,Neonatal_Tetanus_Protection_pct,Iron_Folic_100days_pct,Iron_Folic_180days_pct,MCP_Card_Registered_pct,Postnatal_Care_Mother_pct,OOP_Expenditure_Public_Delivery_Rs,Institutional_Births_pct,Institutional_Births_Public_pct,Home_Birth_Skilled_Personnel_pct,Births_Skilled_Personnel_pct,Caesarean_Section_pct,Caesarean_Private_pct,Caesarean_Public_pct,Home_Birth_Facility_Checkup_24hr_pct,Postnatal_Care_Child_pct,Fully_Vaccinated_Card_Recall_pct,Fully_Vaccinated_Card_Only_pct,VitaminA_6to35mo_pct,Vaccinated_Public_Facility_pct,Vaccinated_Private_Facility_pct,ARI_Prevalence_pct,ARI_Fever_Facility_Visit_pct,Breastfed_Within_1hr_pct,Exclusive_Breastfed_6mo_pct,Solid_Food_6to8mo_pct,Adequate_Diet_Breastfed_6to23mo_pct,Adequate_Diet_NonBreastfed_6to23mo_pct,Adequate_Diet_Total_6to23mo_pct,Child_Stunting_pct,Child_Wasting_pct,Child_Severe_Wasting_pct,Child_Underweight_pct,Child_Overweight_pct,Child_Anaemia_6to59mo_pct,Women_NonPregnant_Anaemia_pct,Women_Pregnant_Anaemia_pct,Women_All_Anaemia_pct,Women_15to19_Anaemia_pct,Women_BMI_Below_Normal_pct,Women_HighBloodSugar_Mild_pct,Women_HighBloodSugar_VHigh_pct,Women_Diabetes_or_Medicine_pct,Men_HighBloodSugar_Mild_pct,Men_HighBloodSugar_VHigh_pct,Men_Diabetes_or_Medicine_pct,Women_Hypertension_Mild_pct,Men_Hypertension_Mild_pct,Women_Cervical_Cancer_Screening_pct,Women_Breast_Exam_pct,Women_Oral_Exam_pct
Jhunjhunun,Rajasthan,74.13,965,64.15,60.86,69.83,69.88,35.69,91.8,75.66,50.61,51.72,50,41.98,55,44.49,44.97,53.6,43.42,17.68,61.76,38.47,967,67.53,37.61,25.07,58.64,18.86,8.93,9.98,43.72,39.6,50.11,30.17,26.46,55.72,45.9,4.39,35.07,40.41,49.63,75.44,36.48,41.92,25.37,69.32,26.07,12.1,60,2.94,47.86,31.14,29.5,30.64,27.9,55,5.99,6.01,10.23,2.81,2.46,8.57,8.54,17.59,24.35,20.17,9.26
Alappuzha,Kerala,95.72,1013,73.66,81.89,67.97,59.65,67.87,75.54,18.1,62.32,38.52,27.28,80.3,49.61,29.45,44.53,81.42,43.82,36.51,68.76,41.42,3968,74.65,32.92,9.11,93,19.03,11.26,8.86,37.55,35.3,70.6,56.25,48.13,65.37,39.07,10.47,50.56,81.84,66.13,78.93,23.35,25.88,27.37,55.25,14.15,3.78,54.28,5.02,60.68,17.98,29.44,28.03,22.25,37.32,5.11,4.78,11.04,6.65,6.32,14.23,11.97,13.07,25.94,16.68,21.83
Dohad,Gujarat,58.82,947,49.11,49.16,37.26,57.74,42.24,91.42,27.78,39.44,70,50,24.42,55,29.35,35.26,53.36,27.59,12.99,28.24,42.05,3201,47.9,38.15,19.25,39.16,8.31,4.76,1.35,14.92,24.71,46.31,36.3,47.78,68.4,45.83,9.28,32.8,31.4,75.59,55.85,2,32.76,49.37,64.4,23.29,8.73,60,3.86,61.21,31.69,43.28,30.79,33.94,52.6,8.29,7.61,8.53,0.77,10.46,12.66,4.89,14.46,9.85,4.06,4.07
Sundargarh,Orissa,73.34,928,47.5,62.17,59.4,48.91,39.23,71.68,72.54,61.12,70,50,43.27,40.77,54.28,79.17,62.63,58.2,43.06,63.86,47.19,4066,67.27,25.03,32.69,68.85,6.13,7.76,1,35.31,41.12,61.01,50.18,84.4,63.18,43.36,13.9,34.63,51.54,41.12,74.69,43.05,37.37,27.54,70,14.21,1.3,56.99,8.91,51.24,72.06,80.19,80.5,82.99,37.21,7.43,3.54,0,4.91,0,27.07,9.61,2.4,9.67,13.28,19.28
Anand,Gujarat,84.37,1025,74.32,81.77,67.71,59.08,31,71.72,65.4,61.09,55.82,50,75.83,55,93.71,72.77,77.58,71.28,43.69,61.6,54.57,1867,66.08,10,23.65,83.21,13.18,6.41,6.96,37.35,30.19,55.06,47.62,75.31,51.18,42.33,14.65,39.87,53.53,27.55,73.44,13.29,19.57,43.06,55.69,3.85,3.42,51.82,3.58,74.75,41.14,41.78,40,41.23,55,8.4,4.32,15.99,12.15,5.1,6.49,3.08,19.16,11.9,20.26,7.16
Kachchh,Gujarat,70.59,892,66.77,55.8,65.85,60.12,47.04,68.83,37.74,53.1,51.1,50,45.06,55,24.37,42.99,46.69,59.4,48.71,62.77,49.86,2292,65.21,42.02,11.33,44.74,18.65,15.86,11.33,48.68,31.39,41.05,42.78,43.25,81.08,18.86,4.3,22.67,36.51,48.6,60.34,27.59,3,43.97,60.54,22.66,7.19,60,5.48,49.69,33.48,43.95,42.49,35.25,41.68,5.47,0,6.68,0.83,1.64,17.66,8.65,11.25,11.26,7.63,13.53
Chhindwara,Madhya Pradesh,71.16,862,53.85,65.59,55.9,62.53,37.99,88.51,62.09,59.22,52.2,50,36.66,55,44.21,44.62,46.27,24.7,6.49,47.99,48.18,2675,64.91,42.99,36.92,61.6,13.42,10.6,2.41,15.77,67.75,45.63,28.02,85.96,52.5,50.46,5.7,34.75,43.65,77.92,67.31,9.19,18.32,11.17,67.62,35.6,17.91,60,4.76,83.69,53.67,54.6,54.78,64.32,55,11.34,6.51,2.88,7.94,7.97,6.74,14.86,10.42,18.79,20.17,8.19
Dakshina Kannada,Karnataka,88.57,968,66.73,88.24,77.69,60.89,13.34,69.49,51.82,74.45,47.66,50,64.19,27.88,41.86,41.39,65.77,32.25,10.67,69.04,53.49,2189,73.12,43.53,26.57,81.01,7.49,4.33,4.65,5,35.16,81.03,65.81,60.5,84.58,11.98,5.92,50.04,41.43,40.37,95,18.87,3,23.51,51.99,9.43,5.57,52.57,0,61.72,88.37,64.38,77.73,82.03,55,9.96,4.19,7.04,13.41,8.42,13.64,5.78,24.62,3.61,21.53,14.3
Bokaro,Jharkhand,72.01,930,61.67,61.22,81.16,46.52,49.95,85.74,75.01,47.57,60,50,45.65,55,64.18,33.58,49.98,26.72,8.79,32.78,71.9,1528,70.5,28.36,32.21,63.22,20.89,8.82,13.64,38.17,35,66.08,55.55,79.22,37.53,66.37,6.06,38.79,68.07,73.27,60.78,19.76,19.48,43.99,63.74,20.44,13.99,60,1.53,55.11,71.38,70.03,72.07,81.01,55,5.95,3.63,9.56,9.2,4.62,0,3.89,0,23.01,16.15,10.12
Dhule,Maharashtra,72.8,909,55.23,60.49,70.48,50.4,38.32,73.41,46.49,64.86,46.44,47.98,42.6,52.67,23.79,48.03,55.51,43.01,26.87,45.96,28.26,1394,62.5,33.9,2,64.91,23.39,18.99,9.54,41.37,30.04,69.6,49.7,84.54,65.88,37.64,6.41,37.79,45.08,50.27,61.29,27.09,6.1,29.17,70,29.48,13.05,60,2.12,73.09,42.99,32.07,36.25,32.49,55,9.29,3.31,5.95,4.66,5.18,8.44,11.89,13.57,13.1,17.45,7.6
Churu,Rajasthan,66.75,978,54.4,58.46,57.91,50.1,53.09,54.29,65.51,60.76,67.18,50,35.77,55,44.21,33.75,64.01,10,18.33,34,33.01,2392,65.56,33.83,23.97,57.83,19.21,7.85,5.14,31.77,35.31,67.11,51.31,52.75,39.93,66.26,9.39,41.74,43.21,86.61,67.25,14.47,42.32,25.6,61.71,18.18,8.48,60,0,65.52,42.72,48.45,43.65,46.23,55,4.95,3.15,6.3,2.55,2.36,13.36,6.06,0,17.9,13.99,10.34
Pali,Rajasthan,62.39,960,72.79,64.41,53.72,52.59,16,71.16,95,38.99,63.42,50,71.36,55,17.43,48.28,40.77,29.13,30.22,39.93,49.04,1240,67.38,32.76,30.11,44.28,12.37,7.93,8.49,35.5,24.54,43.72,30.5,69.43,46.99,57.02,4.59,33.54,62.53,90,62.26,48.79,13.44,36,70,7.59,2.49,60,2.21,76.4,43.06,53.59,47.24,51.23,52.82,8.28,6.55,7.38,0,0,12.2,22.11,15.04,5.08,14.15,7.69
Mahesana,Gujarat,83.61,927,65.24,76.61,65.78,58.57,5,63.85,56.96,59.48,32.68,50,56.01,55,42.16,69,56.3,63.69,19.73,63.25,51.88,1215,69.14,49.32,40.4,90.01,23.95,15.3,5.43,50.82,43.07,64.54,65.27,49.86,52.77,48.66,5.16,40.28,44.38,73.57,76.86,25.29,37.62,39.81,53.53,19.36,6.59,60,0.26,34.98,41.35,55.2,43.86,46.59,54.88,9.3,1.22,10.81,13.25,4.19,0.97,10.96,8.81,18.67,17.08,14.83
Banka,Bihar,58.17,899,45.04,48.63,64.62,46.91,34.09,78.41,45.99,53.97,55.81,50,21.46,55,31.58,38.89,44.55,45.87,29.52,34.67,44,2554,54.6,21.66,2.43,45.42,16.09,9.42,1,26.74,23.37,47.9,36.76,76.6,89.37,7.44,4.84,38.25,54.12,25.36,87.04,35.57,40.73,26.65,63.13,30.92,11.59,60,0.78,72.75,63.16,63.85,62.06,66.1,55,7,6.23,5.01,5.32,4.36,8.94,15.12,0,12.4,16.05,4.7
Gwalior,Madhya Pradesh,76.65,985,56.01,72.37,58.55,70.04,45.36,63.72,59.45,58.98,48.97,50,68.59,55,54.99,47.21,52.54,37.22,5,62.29,48.03,2114,60.05,35.56,34.47,68.63,6.11,2.02,5.39,29.98,54.82,65.07,52.41,59.81,85.54,7.99,9.97,38.83,55.42,11.74,61.3,24.89,39.82,23.66,61.02,14.95,8.98,47.1,3.48,57.21,49.96,63.12,54.45,51.61,52.11,2.72,0,10.69,0,5.13,18.38,3.43,19.53,16.62,21.79,13.39
Pilibhit,Uttar Pradesh,61.47,976,58.54,47.61,55.41,46.84,6.52,89.11,37.69,29.49,62.39,50,49.14,55,20.88,16.71,25.82,30.53,24.68,34.46,53.37,3043,43.99,33.75,39.73,47.07,28.36,14.32,8.3,36.42,34.79,45.34,31.89,77.21,77.74,23.36,7.74,27.98,22.87,56.1,52.15,36.97,3.84,2,70,20.86,4.3,60,6.84,65.56,38.3,50.41,39.87,43.13,55,1.23,0,2.1,2.92,0,16.14,12.29,5.26,7.61,8.19,12.68
Firozpur,Punjab,68.92,946,54.88,66.8,60.31,51.36,21.67,76.91,92.76,42.38,70,50,40.58,55,45.87,50.32,44,46.27,36.71,57.1,29.26,1818,57.02,34.41,2,40.38,21.54,5.92,6.27,13.04,25.87,54.02,36.68,88.5,62.6,35.38,7.03,39.57,42.3,71.32,94.62,2,45.72,27.56,70,10.57,4.42,60,0.28,63.68,34.96,68.44,53.08,52.36,55,7.17,8.23,19.03,2.69,0,15.8,4.97,18.69,10.49,10.27,9.91
Madhepura,Bihar,52.25,1024,37.69,49.89,43.94,21.39,67.68,75.87,48.6,37.42,70,50,27.24,55,28.96,17.63,45.84,42.35,25.09,49.67,47.46,1677,33.51,28.36,25.74,37.02,16.81,17.95,3.38,32.27,38.83,44.6,23.03,68.94,65.39,33.07,4.63,26.52,42.88,64.02,66.8,16.54,35.88,22.43,70,18.2,2.28,60,0.57,85.2,89.52,65.5,77.53,78.94,55,3.1,0.93,14.36,5.02,0.55,22.76,9.1,7.15,3.23,8.49,2.55
Jhansi,Uttar Pradesh,75.05,907,74.5,65.39,50.06,26.23,35.45,85.87,39.54,49.49,46.56,50,59.27,51.25,44.55,40.01,68.16,36.13,22.35,62.67,59.08,2581,56.29,35.47,27.41,52.21,2.29,1,1,33.85,29.78,62.66,55.79,56.13,84.8,20.81,1.58,33.14,49.13,41.98,39.43,18.74,41.26,14.92,58.28,22.09,9.95,60,1.93,37.09,66.08,64.21,65.88,69.24,51.6,10.22,4.32,7.63,16.55,5.25,2.28,6.24,10.21,17.33,11.97,18.19
Ujjain,Madhya Pradesh,72.34,889,73.45,59.24,65.25,54.52,49.37,89.57,28.29,53.18,58.8,50,48.17,55,51.29,54.92,40.47,38.36,23.61,47.2,28.88,1469,66.22,39.86,16.08,70.22,10.55,6.22,9.3,64.47,21.02,62.66,53.14,56.46,74.62,32.22,14.53,37.25,47.94,28.25,92.93,18.64,55.62,24.54,60.75,20.01,6.63,60,2.71,89.21,42.16,41.54,43.94,44.73,45.97,0,3.2,10.67,10.69,6.76,9.03,15.2,0,19.73,20.14,12.72
Kottayam,Kerala,97.21,922,71.9,81.28,77.58,67.1,43.57,77.76,66.94,77.89,38.15,50,48.79,55,38.07,70.68,56.59,46.81,21.81,46.79,65.89,1608,78.52,46.12,14.12,77.77,38.19,24.15,20.02,29.63,53.43,69.59,49.78,10,62.32,31.5,6.85,47.83,52.67,71.74,81.89,31.22,41.12,21.99,39.53,15.55,7.73,43.9,0,75.6,73.19,61.41,66.59,68.74,39.42,11.27,5.03,3.16,8.94,1.51,11.16,11.61,15.55,18.91,11.94,11.7
Ganganagar,Rajasthan,69.64,948,38.56,66.42,65.27,43.6,5.43,68.75,62.34,65.89,61.46,50,66.62,55,48.03,36.19,50.57,23.84,17.76,54.57,41.27,1643,64.88,40.59,28.01,55.08,2.92,7.38,8.2,38.6,61.19,54.79,33.89,43.74,88.76,10.19,18.84,21.01,39.21,88.45,89.02,32.05,13.44,29.03,70,22.54,6.79,55.1,1.6,67.28,37.71,69.26,50.67,57.7,55,6.2,4.15,11.81,11.79,4.17,7.34,10.59,9.56,0,16.64,12.42
Morena,Madhya Pradesh,71.03,960,68.35,72.53,55.83,52.16,35.06,56.71,35.05,53.05,63.19,50,45.38,55,32.24,37.71,30.41,37.88,20.88,48.47,35.34,2011,62.77,31.44,12.62,51.86,15.49,19.73,9.78,51.54,17.13,56.78,44.02,76.65,76.66,21.17,11.09,38.83,43.88,42.94,86.51,24.11,39.15,23.65,66.64,24.36,8.97,60,1.42,43.5,52.94,41.78,48.27,50.06,55,2.58,7.13,13.23,14.34,3.26,11.62,16.81,10.8,19.57,21.14,3.95
Jalna,Maharashtra,71.52,940,51.79,59.91,73.7,49.46,33.93,69.77,56.53,64.37,69.18,50,65.02,55,52.49,34.52,47.04,37.21,29.77,40.28,20.25,3795,75.6,31.17,17.39,61.54,17.84,12.4,8.11,19.93,23.36,74.09,51.59,77.4,66.36,35.21,15.32,57.2,66.8,69.85,95,24.41,8.95,32.36,65.7,24.88,11.85,57.23,3.64,39.92,51.3,52.1,42.93,43.49,46.24,4.19,0,10.33,9.11,11.1,17.5,10.08,12.43,13.47,11.41,15.43
Chandauli,Uttar Pradesh,71.48,964,66.52,67.54,52.69,61.31,31.89,70.59,14.83,67.19,56.87,50,62.82,55,43.33,28.51,34.1,25.61,14.46,44.47,30.76,961,64.95,43.35,29.75,55.03,21.2,12.99,1.69,59.76,48.34,33.55,23.39,43.31,53.74,34.93,11.97,23.27,38.09,90,49.45,54.29,29.12,29.09,65.89,16.66,7.04,60,3.85,56.59,57.73,75.04,66.06,68.87,55,5.19,6.01,13.51,12.76,3.85,11.55,15.15,3.11,0,21.66,19.22
Kota,Rajasthan,76.56,900,42.72,54.29,81.88,54.45,39.22,79.28,48.7,71.55,70,50,43.58,50.09,39.59,38.32,68.45,51.03,23.73,67.94,54.43,3366,73.99,49.99,41.05,73.01,3.03,1,1,66.75,34.4,45.47,23.99,61.29,52.11,40.59,8.63,31.12,44.63,51.59,53.07,28.9,22.95,42.28,70,14.03,10.24,60,2.69,74.53,40.87,56.34,50.9,49,47.51,7.93,3.85,8.96,4.44,3.72,0,19,17.15,5.26,21.1,14.78
Dhubri,Assam,58.34,1008,57.68,48.41,35.44,33.37,33.97,73.86,54.06,46.87,70,50,51.17,55,25.01,15.65,35.23,39.97,11.7,29.46,44.77,2864,52.8,31.06,26.46,52.01,19.74,5.61,15.54,34.48,39.43,55.17,43.11,54.21,55.95,43.46,5.61,62.86,41.54,51.95,57.62,2,30.14,20.59,70,34.7,12.44,60,2.24,64.91,56.93,48.59,55.9,59.35,55,1.1,0,8.49,3.55,2.55,14.38,10.7,9.62,5.23,9.92,4.74
Davanagere,Karnataka,75.74,947,49.69,67.95,68.58,62.92,38.19,86.26,79.15,43.67,47.48,49.44,46.5,55,51.54,53.64,70.76,51.22,15.82,57.7,42.92,3610,66.87,32.39,21.6,59.8,2,1,1,25.29,31.61,59.89,46.81,71.79,70.23,33.7,4.09,26.95,34.45,65.08,57.19,34.24,8.87,48.36,60.59,20.1,6.34,58.04,1.58,73.67,28.77,73.39,49.49,54.85,47.79,2.16,2.41,5.7,2.87,0,10.93,11.3,26.77,13.63,19.24,3.4
Virudhunagar,Tamil Nadu,80.15,995,72.42,65.77,71.85,53.93,24.13,70.64,29.58,66.81,70,46.58,37.44,55,59.21,52.82,68.23,35.86,32.02,58.28,57.89,5023,77.45,30.14,13.8,74.93,18.97,8.35,12.7,64.29,45.79,62.24,55.44,95,77.04,23.34,12.48,54.1,55.39,49.88,66.84,31.71,10.48,39.81,70,16.94,10.49,60,3.1,43.05,49.35,42.47,39.19,42.41,55,4.7,0,11.78,8.18,6.94,0.1,14.77,10.12,9.32,11.9,17.48
Palamu,Jharkhand,63.63,964,52.87,50.71,48.4,49.81,40.47,77.32,19.43,57.47,65.09,50,40.3,52.38,28.6,44.9,39.9,13.01,5,40.97,49.52,3488,59.44,33.38,7.87,54.15,11.48,1,4.24,49.32,55.93,58.01,42.3,72.17,36,67.36,9.06,28.98,30.75,79.11,57.65,38.91,23.71,44.84,67.15,7.18,1.77,60,1.05,65.67,75.03,22.86,41.05,43.25,53.17,5.88,0,4.82,0,4.2,7.92,17.18,10.66,7,7.22,8.95
Raichur,Karnataka,59.56,968,40.13,48.93,57.96,36.92,5,92.21,27.09,44.98,55.91,50,45.67,55,19.16,24.28,32.99,40.39,26.94,48.14,37.59,3033,52.31,17.98,33.31,50.8,9.34,11.47,1,36.48,18.42,50.33,35.08,44.6,26.96,74.03,10.47,30.74,30.93,47.73,47.16,32.18,26.88,30.03,56.69,11.54,3.38,60,6.09,81.43,70.38,37.53,55.87,61.07,50.76,8.87,2.69,11.07,12.3,3.83,2.32,10.64,4.86,15.29,9.59,7.37
Sonitpur,Assam,67.34,973,51.43,62.65,71.57,40.64,5,82.1,18.27,66.2,70,50,42.51,55,45.37,26.06,46.84,30.7,32.69,63.46,31.74,1019,58.88,20.47,18.16,45.54,26.35,19.24,11.78,60.68,49.32,45.33,21.54,56.43,44.87,61.51,11.26,31.71,33.95,54.44,51.88,14.14,24.04,23.62,54.11,13.86,6.69,60,0,86.78,44.56,68.18,55.31,55.86,52.78,7.08,7.56,10.52,5.03,5.55,9.56,6.81,3.32,18.06,20.22,14.76
Saharsa,Bihar,53.2,968,51.76,46.57,30,38.08,38.01,77.28,71.73,47.1,70,50,34.17,55,11.88,32.56,38.53,20.91,8.04,34.28,37.21,1132,49.53,27.08,33.81,44.65,15.64,8.91,10.54,58.78,37.42,51.81,47.67,86.04,54.66,52.77,9.42,32.45,22.53,29.04,60.59,35.68,50.31,20.54,70,22.52,8.52,60,1.69,46.19,32.11,58.33,51.27,53.99,55,4.44,4.94,15.72,10.31,0.27,8.48,14.33,18.27,14.32,8.35,5.62
Patiala,Punjab,75.28,976,62.52,52.08,68.96,52.82,47.77,70.78,75.97,63.53,54.5,50,64.13,55,25.74,45.94,57.39,27.56,11.52,50.26,51.01,2524,58.62,26.13,16.05,66.56,22.74,20.33,7.76,28.95,23.53,56.65,49.63,29.83,83.53,12.67,6.11,17.66,61.56,50.76,82.16,26.19,35.93,48.03,64.69,16.15,5.53,58.46,4.74,59.72,22.25,51.09,32.44,39.66,55,6.95,7.9,11.92,1.43,10.31,3.37,12.86,19.37,5.37,15.26,14.34
Haridwar,Uttarakhand,73.43,1003,65.92,51.24,37.8,56.2,38.2,70.4,51.4,66.11,50.91,50,52.47,55,27.63,42.29,44.96,38.41,21.99,57.62,52.15,672,56.71,33.95,12.21,73.08,23.07,9.64,13.01,39.48,47.09,50.02,37.74,45.7,56.95,47.47,12.05,38.08,53.26,36.86,56.37,37.55,35.55,40.16,69.86,19.12,5.57,60,2.2,59.89,64.26,66.98,66.65,68.81,46.07,6.66,4.23,0.22,11.44,0,12.26,14.28,9.61,17.93,9.66,11.11
Bagalkot,Karnataka,68.82,958,76.38,57.69,50.08,45.49,15.36,67.79,69.43,56.16,56.98,50,39.74,55,32.87,37.82,57.2,58.34,35.24,57.36,51.68,2754,69.9,37.17,25.05,52.48,30.7,15.86,4.07,45.38,38.72,61.14,35.22,72.2,66.59,35.95,7.21,29.06,55.19,61.23,77.15,43.57,24.65,14.9,58.24,7.53,7.1,60,4.34,55.6,59.18,52.67,60.91,66.39,49.61,4.99,8.65,5.68,12.53,10.33,5.59,13.49,13.73,9.99,18.1,11.31
Farrukhabad,Uttar Pradesh,69.04,978,41.14,65.34,76.17,29.96,25.81,71.51,47.68,33.74,65.72,50,55.35,55,21.94,61.95,52.53,33.45,35.17,47.05,25.08,279,73.6,35.63,19.08,76.91,5.92,1,1,35.52,39.07,60.78,35.87,83.89,69.52,43,8.36,11.64,54.38,25.04,45.18,23.54,10.51,38.73,63.68,30.24,11.64,60,6.43,78.62,60.79,46.44,54.23,59.47,41.85,6.47,8.34,5.55,7.41,4.96,17.62,11.03,20.45,22.24,17.97,16.87
Krishnagiri,Tamil Nadu,71.46,946,74.77,45.08,55.63,45.69,33.93,87.07,43.1,51.75,69.9,50,52,55,16.04,47.99,48.05,27.65,29.12,46.97,36.76,3237,53.31,15.68,5.53,65.2,27.19,21.55,10.34,9.96,43.34,56.88,38.28,70.18,43.58,52.43,10.87,48.46,45.48,72.64,17.02,35.51,29.94,17.1,57.79,13.1,3.55,55.09,4.67,95,80.36,63.36,67.08,67.4,55,0,1.15,5.34,9.11,3.84,11.84,11.32,14.74,14.16,10.77,8.76
West Nimar,Madhya Pradesh,62.7,1008,53.07,52.93,44.02,51.83,8.68,75.34,38.34,57.87,68.08,49.75,18.67,55,20.86,61.27,38.63,44.17,31.47,21.71,14.84,1910,47.94,19.54,41.81,41.14,18.16,7.75,8.26,18.11,30.28,70.09,60.29,45.87,88.28,11.14,7.76,10,42.92,39.32,63,37.4,55.3,30.89,70,20.88,7.46,60,0.6,48.29,57.29,43.89,58.91,64.61,48.05,9.73,4.21,13.83,2.9,7.01,9.7,13.51,15.91,17.37,0.95,7.08
Kanniyakumari,Tamil Nadu,91.75,923,64.82,78.89,72.66,61.25,38.96,61.8,38.79,66.53,45.97,31.91,68.51,46.09,58.17,70.28,62.79,52.95,43.37,56.44,64.01,2314,87.13,41.39,12.48,71.23,14.22,9.32,10.4,10.55,51.3,81.38,63.36,68.73,50.03,44.81,1,69.32,66.42,87.11,55.85,26.9,33.14,36.91,64.38,14.76,6.97,56.26,0.69,71.37,58.42,57.84,62.87,63.59,55,8.19,1.83,0,7.18,3.96,17.27,2.75,13.52,19.3,16.54,12.95
Mainpuri,Uttar Pradesh,75.99,1022,48.69,78.11,85.07,50.73,50.38,99,14.04,57.8,69.39,50,57.11,53.46,26.54,66.03,46.22,17.56,9.11,41.8,43.05,1526,68.86,28.07,31.13,75.96,6.51,9.24,4.83,43.87,44.69,68.82,39.67,66.29,90.08,5.06,12.16,44.32,65.58,79.67,51.77,48.5,45.58,44.5,70,16.45,10.96,60,2.63,69.43,34.04,37.28,34.98,38.45,55,11.99,3.57,16.12,10.89,7.8,12.3,16.65,9.08,15.84,17.41,6.59
Sonbhadra,Uttar Pradesh,64.03,948,51.13,54.93,38.3,54.68,54.83,81.84,50.29,41.07,58.45,50,45.02,53.41,31.13,25.52,47.2,44.96,29.37,51.67,43.59,491,59.84,30.28,30.1,64.37,24.07,22.5,3.65,13.68,44.17,81.01,63.99,65.02,59.73,42.2,13.02,15.56,31.23,64.64,50.02,37.55,47.35,29.85,70,12.65,4.55,60,3.89,69.75,79.36,33.13,58.7,59.14,55,2.76,8.97,13.99,5.79,5.92,12.73,12.25,15.31,9.68,12.74,13.35
Dharwad,Karnataka,80,893,74.22,74.68,56.49,48.88,36.71,61.12,44.19,77.27,62.31,47,64.92,53.97,67.36,55.12,57.85,70.54,39.91,53.56,30.29,3311,75.17,32.17,4.89,68.14,8.78,5.56,3.93,38.46,25.67,57.24,36.22,56.06,55.92,45.11,1,54.66,76.2,27.32,54.39,17.98,37.83,25.39,70,21.37,5.96,55.15,5.41,84.99,52.54,36.15,46.83,50.3,55,8.29,2.08,9.93,13.11,7.14,10.67,5.77,24.19,20.44,16.4,15.21
Darjiling,West Bengal,79.56,955,63.39,72.59,81.69,40.26,54.08,72.7,59.91,76.08,49.38,47.53,48.97,55,43.17,42.55,59.33,13.57,5,52.86,64.55,3402,65.7,34.83,7.97,68.83,23.18,16.99,10.52,67.97,59.25,53.18,35.71,59.06,42.01,60.7,3.83,29.41,37.65,43.7,50.19,28.12,33.08,27.53,54.68,11.16,10.22,60,1.43,70.6,42.75,49.58,48.09,51.01,55,0,0.44,10.75,0,8.12,9.43,10.93,9.88,18.98,17.66,11.9
Jyotiba Phule Nagar,Uttar Pradesh,63.84,923,67.99,42.54,75.07,43.08,5,79.33,46.87,42.19,66.01,50,48.05,55,39.22,18.34,64.16,22.09,22.88,44.6,23.97,1884,56.9,33.22,16.38,44.95,37.28,19.71,5.55,60.7,21.25,60.44,53.1,39.85,65.55,37.05,16.1,23.35,39.11,38.87,51.55,35.32,16.17,39.8,69.81,21.51,9.01,54.14,2.03,32.96,58.12,39.63,44.73,47.41,55,0,0.64,9.38,5.69,4.48,13.02,16.59,18.2,9.84,10.21,5.88
Parbhani,Maharashtra,73.34,984,45.49,71.38,61.64,46.5,48.9,98.46,41.75,58.52,54.86,50,35.67,54.81,28.98,61.96,51.35,10,10.25,42.64,53.3,2796,64.36,28.79,9.61,72.91,27.8,26.49,9.56,5,49.48,52.31,45.36,95,95,5,8.93,14.19,48.74,41.12,44.62,48.04,27.08,36.46,54.84,18.05,6.9,57.08,2.5,43.45,85,40.08,63.51,67.77,48.19,5.05,2.81,9.79,0,7.89,18.62,11.45,14.09,11,8.39,0.02
Jalor,Rajasthan,54.86,924,46.02,50.88,38.27,28.74,15.86,64.7,27.58,36.19,66.53,50,42.47,55,56.13,29.39,50.7,31.53,19.06,53.93,34.33,1848,39.76,25.27,40.72,38.73,31.91,19.91,9.83,11.98,31.13,45.32,42.73,61.14,69.44,29.35,8.01,17.67,41.35,83.38,33.06,32.45,24.95,26.8,70,24.04,9.83,60,2.46,49,87.03,47.54,71.67,73.13,55,3.69,15.24,14.63,8.26,6.55,0,6.34,9.46,6.31,14.67,4.89
Jajapur,Orissa,80.13,932,52.57,75.67,88.04,54.34,47.69,89.71,46.44,68.03,48.15,50,75.62,54.98,37.58,35.42,59.38,56.95,34.15,69.07,45.8,2460,70.63,27.96,17.6,74.87,10.81,7.43,1.16,21.02,28.7,47.24,35.24,68.97,66.87,28.28,6.29,29.7,70.7,52.25,31.86,28.47,34.62,4.64,62.21,24.83,6.2,43.9,5.99,53.77,40.44,48.84,46.15,43.79,55,10.19,8.42,7.88,6.15,9,20.34,3.63,18.37,18.51,11.6,11.1
Akola,Maharashtra,88.05,874,74.67,99,88.18,66.55,44.11,94.79,59.76,73.92,60.62,42.18,51.69,55,45.69,47.86,59.85,50.29,18.12,77.82,49.59,2883,84.74,37.71,30.68,85.66,25.63,14.63,10.97,13.96,54.77,70.71,60.1,53.64,50,46.49,3.88,51.8,64.74,43.16,95,40.17,10.2,2,36.34,16.46,6.45,51.15,2.79,62.91,72.63,25.18,50.1,52.93,53.11,10.71,0,12,6.3,3.9,5.96,22.32,17.67,17.03,11.6,5.61
